0,0,0,0,1,0,a0a0
0,0,0,0,1,1,a0a0
0,0,0,0,1,2,a0a0
0,0,0,0,1,3,a0a0
0,0,0,0,2,0,a0a0
0,0,0,0,2,1,a0a0
0,0,0,0,2,2,a0a0
0,0,0,0,2,3,a0a0
0,0,0,0,3,0,a0a0
0,0,0,0,3,1,a0a0
0,0,0,0,3,2,a0a0
0,0,0,0,3,3,a0a0
0,0,0,0,4,0,a0a0
0,0,0,0,4,1,a0a0
0,0,0,0,4,2,a0a0
0,0,0,0,4,3,a0a0
0,0,0,0,5,0,a0a0
0,0,0,0,5,1,a0a0
0,0,0,0,5,2,a0a0
0,0,0,0,5,3,a0a0
0,0,0,0,6,0,a0a0
0,0,0,0,6,1,a0a0
0,0,0,0,6,2,a0a0
0,0,0,0,6,3,a0a0
0,0,0,0,7,0,a0a0
0,0,0,0,7,1,a0a0
0,0,0,0,7,2,a0a0
0,0,0,0,7,3,a0a0
0,0,0,0,8,0,a0a0
0,0,0,0,8,1,a0a0
0,0,0,0,8,2,a0a0
0,0,0,0,8,3,a0a0
0,0,0,0,9,0,a0a0
0,0,0,0,9,1,a0a0
0,0,0,0,9,2,a0a0
0,0,0,0,9,3,a0a0
0,0,0,1,0,0,a0R
0,0,0,1,0,1,a0R
0,0,0,1,0,2,a0R
0,0,0,1,0,3,a0R
0,0,0,1,1,0,a0b0
0,0,0,1,1,1,a0b0
0,0,0,1,1,2,a0b0
0,0,0,1,1,3,a0b0
0,0,0,1,2,0,a0b1
0,0,0,1,2,1,a0b1
0,0,0,1,2,2,a0b1
0,0,0,1,2,3,a0b1
0,0,0,1,3,0,a0b1
0,0,0,1,3,1,a0b1
0,0,0,1,3,2,a0b1
0,0,0,1,3,3,a0b1
0,0,0,1,4,0,a0b1
0,0,0,1,4,1,a0b1
0,0,0,1,4,2,a0b1
0,0,0,1,4,3,a0b1
0,0,0,1,5,0,a0b1
0,0,0,1,5,1,a0b1
0,0,0,1,5,2,a0b1
0,0,0,1,5,3,a0b1
0,0,0,1,6,0,a0b1
0,0,0,1,6,1,a0b1
0,0,0,1,6,2,a0b1
0,0,0,1,6,3,a0b1
0,0,0,1,7,0,a0b1
0,0,0,1,7,1,a0b1
0,0,0,1,7,2,a0b1
0,0,0,1,7,3,a0b1
0,0,0,1,8,0,a0b1
0,0,0,1,8,1,a0b1
0,0,0,1,8,2,a0b1
0,0,0,1,8,3,a0b1
0,0,0,1,9,0,a0b1
0,0,0,1,9,1,a0b1
0,0,0,1,9,2,a0b1
0,0,0,1,9,3,a0b1
0,0,0,2,0,0,a0R
0,0,0,2,0,1,a0R
0,0,0,2,0,2,a0R
0,0,0,2,0,3,a0R
0,0,0,2,1,0,a0b0
0,0,0,2,1,1,a0b0
0,0,0,2,1,2,a0R
0,0,0,2,1,3,a0R
0,0,0,2,2,0,a0b1
0,0,0,2,2,1,a0b1
0,0,0,2,2,2,a0a1
0,0,0,2,2,3,a0R
0,0,0,2,3,0,a0b1
0,0,0,2,3,1,a0b1
0,0,0,2,3,2,a0a1
0,0,0,2,3,3,a0b0
0,0,0,2,4,0,a0b1
0,0,0,2,4,1,a0b1
